Title: Far-Infrared Dust Temperatures and Column Densities 
       of the MALT90 Molecular Clump Sample  
Authors: Guzman A.E., Sanhueza P., Contreras Y., Smith H.A., 
         Jackson J.M., Hoq S., Rathborne J.M. 
Table: Temperature and Dust Column Density of MALT90 Sources
http://iopscience.iop.org/0004-637X/815/2/130/suppdata/apj521552t3_mrt.txt
================================================================================
Byte-by-byte Description of file: apj521552t3_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units     Label    Explanations
--------------------------------------------------------------------------------
   1- 18 A18    ---       ID       Source identifier
      20 A1     ---     f_ID       [m] Flag on ID (1)
  22- 26 F5.1   arcsec    Radius   Effective radius
  28- 32 F5.2   K         <Td>     Average dust temperature
  34- 37 F4.2   K       e_<Td>     Lower 1{sigma} uncertainty in <Td>
  39- 42 F4.2   K       E_<Td>     Upper 1{sigma} uncertainty in <Td>
  44- 47 F4.1   K         Td,p     Dust temperature at peak column 
                                    density position
  49- 52 F4.1   K       e_Td,p     Lower 1{sigma} uncertainty in Td,p
  54- 57 F4.1   K       E_Td,p     Upper 1{sigma} uncertainty in Td,p
  59- 63 F5.3   g/cm2     <Ng>     Average column density
  65- 70 F6.3   [g/cm2]   <logNg>  Average log column density (2)
  72- 76 F5.3   [g/cm2] e_<logNg>  The 1{sigma} uncertainty in <logNg>
  78- 83 F6.3   g/cm2     Ng,p     Peak column density
  85- 89 F5.2   [g/cm2]   logNg,p  Log peak column density  
  91- 94 F4.2   [g/cm2] e_logNg,p  The 1{sigma} uncertainty in logNg,p
  96-108 A13    ---       Class    Mid-IR classification 
     109 A1     ---     f_Class    [CD] Flag on Class (3)
--------------------------------------------------------------------------------
Note (1):
    m = In the direction of this ATLASGAL clump there are multiple MALT90 
        sources (Rathborne et al. in preparation).
Note (2): The logarithm of the mass column density is related to the logarithm 
          of the number column density of molecules and H_2_ through: 
          log(N_g_) = -23.4146 + log(N_p_) = -23.3291 + log(N_H_2__).
Note (3): No flag means that we do not detect either of these morphological 
          features at 70 micron (see Section 3.6).
    C = Quiescent clumps with a 70 micron compact emission source.
    D = far-IRDC.                                                                     
--------------------------------------------------------------------------------  
ID      f_ID      Radius  <Td>    e_<Td>    E_<Td>    Td,p    e_Td,p    E_Td,p    <Ng>    <logNg> e_<logNg> Ng,p    logNg,p e_logNg,p Class   f_Class   
AGAL000.002+00.174 m  16.6 25.   1.   1.   24.   2.   2.  0.02  -1.69  0.04   0.045 -1.35 0.05 PDR            
AGAL000.006+00.157 m  57.1 22.9  0.3  0.3  21.   2.   2.  0.058 -1.24  0.01   0.209 -0.68 0.03 Uncertain      
AGAL000.013-00.019 m  96.8 35.6  0.4  0.5  30.   3.   4.  0.081 -1.093 0.006  0.38  -0.42 0.06 Quiescent    C 
AGAL000.021-00.051 m  43.0 24.9  0.4  0.5  23.   2.   2.  0.204 -0.69  0.01   0.372 -0.43 0.04 Uncertain      
AGAL000.030+00.052 m  34.0 32.1  0.9  1.   31.   3.   4.  0.04  -1.40  0.02   0.087 -1.06 0.06 Quiescent      
AGAL000.033+00.022 m  29.7 34.   1.   1.   33.   4.   5.  0.078 -1.11  0.02   0.117 -0.93 0.06 H_II_region    
AGAL000.039-00.207    22.2 27.7  1.   1.   28.   3.   3.  0.027 -1.57  0.03   0.051 -1.29 0.05 Quiescent      
AGAL000.049+00.029    52.1 35.9  0.8  0.9  31.   4.   4.  0.091 -1.04  0.01   0.204 -0.69 0.06 Quiescent    C 
AGAL000.053-00.207    65.9 23.4  0.2  0.3  24.   2.   2.  0.059 -1.230 0.009  0.178 -0.75 0.04 H_II_region    
AGAL000.063-00.079 m  91.5 20.6  0.1  0.1  17.   1.   1.  0.254 -0.595 0.005  0.794 -0.10 0.03 Quiescent      
AGAL000.069+00.049 m  40.6 38.   1.   1.   34.   4.   5.  0.031 -1.51  0.02   0.081 -1.09 0.07 PDR            
AGAL000.076-00.146    26.7 23.5  0.6  0.6  23.   2.   2.  0.041 -1.39  0.02   0.087 -1.06 0.04 Quiescent    C 
AGAL000.083-00.149    21.2 25.5  0.9  1.   25.   2.   3.  0.027 -1.57  0.03   0.048 -1.32 0.05 Quiescent    C 
AGAL000.084+00.164    26.4 19.6  0.4  0.4  20.   1.   1.  0.141 -0.85  0.02   0.155 -0.81 0.03 Uncertain      
AGAL000.084-00.641    43.9 19.7  0.2  0.3  22.   2.   2.  0.065 -1.19  0.01   0.129 -0.89 0.04 Protostellar   
AGAL000.089-00.664    52.6 18.5  0.2  0.2  19.   1.   1.  0.132 -0.88  0.01   0.589 -0.23 0.03 Protostellar   
AGAL000.098-00.166 m  29.3 27.0  0.7  0.8  29.   3.   3.  0.048 -1.32  0.02   0.112 -0.95 0.05 H_II_region    
AGAL000.106-00.082    77.8 21.1  0.2  0.2  19.   1.   1.  0.268 -0.572 0.006  0.692 -0.16 0.03 Quiescent      
AGAL000.109+00.001 m  82.8 22.8  0.2  0.2  18.   1.   1.  0.185 -0.733 0.006  0.537 -0.27 0.03 Quiescent      
AGAL000.111+00.147   100.6 20.4  0.1  0.1  20.   1.   1.  0.083 -1.082 0.006  0.178 -0.75 0.03 Uncertain      
AGAL000.113-00.679    31.9 18.3  0.3  0.3  19.   1.   1.  0.062 -1.21  0.02   0.102 -0.99 0.03 Protostellar   
AGAL000.114-00.139    40.9 20.7  0.3  0.3  20.   1.   1.  0.095 -1.02  0.01   0.155 -0.81 0.03 Quiescent      
AGAL000.116-00.019    46.2 19.7  0.2  0.2  17.   1.   1.  0.115 -0.94  0.01   0.288 -0.54 0.03 Quiescent      
AGAL000.156-00.452    22.2 12.9  0.2  0.2  13.3  0.7  0.7 0.186 -0.73  0.02   0.209 -0.68 0.03 Quiescent    D 
AGAL000.163+00.066 m  25.6 29.0  1.   1.   28.   3.   3.  0.044 -1.36  0.02   0.091 -1.04 0.05 Quiescent      
AGAL000.163+00.079 m  27.1 31.   1.   1.   30.   3.   4.  0.035 -1.45  0.02   0.095 -1.02 0.06 Quiescent      
AGAL000.166-00.446    49.6 15.5  0.1  0.1  20.   1.   1.  0.115 -0.94  0.01   0.214 -0.67 0.03 H_II_region    
AGAL000.186+00.082 m  43.5 39.   1.   1.   31.   4.   4.  0.019 -1.72  0.02   0.089 -1.05 0.06 Quiescent      
AGAL000.208-00.001    42.0 25.7  0.4  0.5  26.   2.   3.  0.095 -1.02  0.01   0.204 -0.69 0.05 H_II_region    
AGAL000.209-00.516 m  76.1 16.17 0.1  0.1  16.7  1.   1.  0.166 -0.780 0.007  0.501 -0.30 0.03 H_II_region    
AGAL000.224-00.476    70.4 13.74 0.08 0.08 11.3  0.6  0.6 0.247 -0.607 0.007  0.417 -0.38 0.02 Quiescent    D 
AGAL000.228+00.014    87.6 20.8  0.1  0.1  23.   2.   2.  0.506 -0.296 0.004  0.417 -0.38 0.04 Quiescent    C 
AGAL000.231-00.039 m  93.0 26.9  0.2  0.3  25.   2.   3.  0.111 -0.955 0.006  0.2   -0.70 0.04 Uncertain      
AGAL000.239-00.194 m  44.7 25.8  0.4  0.5  24.   2.   2.  0.037 -1.43  0.01   0.083 -1.08 0.04 PDR            
AGAL000.243-00.457 m  26.7 15.8  0.3  0.3  16.2  0.9  0.9 0.138 -0.86  0.02   0.178 -0.75 0.03 Quiescent      
AGAL000.244-00.444 m  27.5 16.8  0.3  0.3  15.6  0.9  0.9 0.102 -0.99  0.02   0.17  -0.77 0.03 Quiescent      
AGAL000.248-00.186 m  34.2 24.1  0.5  0.5  24.   2.   2.  0.038 -1.42  0.02   0.063 -1.20 0.04 Uncertain      
